,영화명,감독,배급사,개봉일,국적,스크린수,매출액,관객수,장르,등급,연도
211,21 그램,알레한드로 곤잘레스 이냐리투,(주)영화사한결,2004.10.23,미국,0,0,"75,647",드라마,18세관람가,2004
212,비키퍼,테오 앙겔로풀로스,㈜영화사 백두대간,2004.10.27,그리스,0,0,"2,995",드라마,18세관람가,2004
213,이프 온리,길 정거,"유니코리아문예투자(주),CJ ENM",2004.10.29,미국,0,0,"1,031,075",코미디,15세관람가,2004
214,"조제, 호랑이 그리고 물고기들",이누도 잇신,"(주)디스테이션,(주)프레인글로벌,(주)스폰지이엔티",2004.10.29,일본,0,0,"37,258",드라마,"15세관람가,15세이상관람가",2004
215,주홍글씨,변혁,(주)쇼박스,2004.10.29,한국,0,0,"1,437,549",스릴러,18세관람가,2004
216,프린세스 다이어리 2,게리 마샬,한국소니픽쳐스릴리징브에나비스타영화㈜,2004.10.29,미국,0,0,"162,789",멜로/로맨스,전체관람가,2004
217,내 머리 속의 지우개,이재한,CJ ENM,2004.11.5,한국,0,0,"2,565,078",멜로/로맨스,12세관람가,2004
218,레지던트 이블 2-아포칼립스,알렉산더 윗,(주)시네마서비스,2004.11.5,미국,0,0,"499,000",액션,18세관람가,2004
219,완벽한 그녀에게 딱 한가지 없는 것,게리 위닉,한국소니픽쳐스릴리징브에나비스타영화㈜,2004.11.5,미국,0,0,"59,929",코미디,15세관람가,2004
220,우작,누리 빌제 세일란,(주)문필름코리아,2004.11.5,터키,0,0,"10,294",드라마,15세관람가,2004
221,나비효과,"에릭 브레스,J. 마키에 그러버",(주)쇼박스,2004.11.12,미국,0,0,"1,239,079",드라마,18세관람가,2004
222,모터사이클 다이어리,월터 살레스,UIP코리아,2004.11.12,영국,0,0,"110,000",드라마,15세관람가,2004
223,미치고 싶을 때,파티 아킨,제이에스필름,2004.11.12,독일,0,0,"20,798",드라마,18세관람가,2004
224,사랑에 빠지는 아주 특별한 법칙,피터 호윗,코리아픽쳐스(주),2004.11.12,아일랜드,0,0,"82,800",멜로/로맨스,15세관람가,2004
225,쉘 위 댄스,피터 첼섬,한국소니픽쳐스릴리징브에나비스타영화㈜,2004.11.12,미국,0,0,"132,856",드라마,12세관람가,2004
226,슈퍼 사이즈 미,모간 스퍼록,(주)스튜디오이쩜영,2004.11.12,미국,0,0,"9,603",다큐멘터리,12세관람가,2004
227,피구의 제왕,로슨 마샬 터버,이십세기폭스필름코퍼레이션,2004.11.12,미국,0,0,"10,320",코미디,12세관람가,2004
228,엑소시스트: 더 비기닝,레니 할린,워너브러더스 코리아(주),2004.11.17,미국,0,0,"145,300",공포(호러),18세관람가,2004
229,여선생 VS 여제자,장규성,CJ ENM,2004.11.17,한국,0,0,"1,175,580",코미디,15세관람가,2004
230,영원과 하루,테오 앙겔로풀로스,㈜영화사 백두대간,2004.11.17,그리스,0,0,"8,736",드라마,전체관람가,2004
231,택시: 더 멕시멈,팀 스토리,이십세기폭스필름코퍼레이션,2004.11.17,미국,0,0,"174,610",액션,12세관람가,2004
232,팜므 파탈,브라이언 드 팔마,(주)시네마서비스,2004.11.17,프랑스,0,0,"42,000",범죄,18세관람가,2004
233,하나와 앨리스,이와이 슌지,"(주)미디어캐슬,(주)팝엔터테인먼트,쇼이스트(주)",2004.11.17,일본,0,0,"126,100",드라마,12세관람가,2004
234,화이트 칙스,키넌 아이보리 웨이언스,한국소니픽쳐스릴리징브에나비스타영화㈜,2004.11.17,미국,0,0,"115,302",코미디,15세관람가,2004
235,귀여워,김수현,(주)튜브엔터테인먼트,2004.11.26,한국,0,0,"74,905",드라마,18세관람가,2004
236,노트북,닉 카사베츠,"(주)퍼스트런,TCO(주)더콘텐츠온,글뫼 주식회사,CJ ENM",2004.11.26,미국,0,0,"789,087",멜로/로맨스,"15세관람가,15세이상관람가",2004
237,미로,르네 망조르,(주)씨네진,2004.11.26,프랑스,0,0,"7,203",스릴러,15세관람가,2004
238,삼사라,판 나린,㈜세종커뮤니케이션스,2004.11.26,프랑스,0,0,531,드라마,18세관람가,2004
239,신암행어사,"안태근,조지 시무라",(주)시네마서비스,2004.11.26,한국,0,0,"56,709",애니메이션,15세관람가,2004
240,클린,올리비에 아사야스,(주)스폰지이엔티,2004.11.26,프랑스,0,0,"6,124",드라마,15세관람가,2004
241,"DMZ, 비무장지대",이규형,영화사청어람(주),2004.11.26,한국,0,0,"167,652",드라마,18세관람가,2004
242,까불지마,오지명,영화사청어람(주),2004.12.3,한국,0,0,"255,967",드라마,15세관람가,2004
243,노 맨스 랜드,다니스 타노비치,㈜영화사 백두대간,2004.12.3,프랑스,0,0,"10,556",드라마,전체관람가,2004
244,마이 제너레이션,노동석,아트플러스시네마네트워크,2004.12.3,한국,0,0,"3,809",드라마,15세관람가,2004
245,발레 교습소,변영주,CJ ENM,2004.12.3,한국,0,0,"114,478",드라마,15세관람가,2004
246,영 아담,데이빗 맥킨지,롯데쇼핑㈜롯데엔터테인먼트,2004.12.3,영국,0,0,"27,838",드라마,18세관람가,2004
247,포가튼,조셉 루벤,한국소니픽쳐스릴리징브에나비스타영화㈜,2004.12.3,미국,0,0,"251,024",스릴러,15세관람가,2004
248,브리짓 존스의 일기2 : 열정과 애정,비번 키드론,UIP코리아,2004.12.8,영국,0,0,"1,462,000",멜로/로맨스,15세관람가,2004
249,오페라의 유령,조엘 슈마허,"(주)팝엔터테인먼트,(주)드림팩트엔터테인먼트,CJ ENM",2004.12.8,미국,0,0,"2,006,880",뮤지컬,"12세이상관람가,12세관람가",2004
250,러브 인 아프리카,까롤리네 링크,(주)튜브엔터테인먼트,2004.12.10,독일,0,0,"5,907",드라마,15세관람가,2004
251,천지영웅,하평,한국소니픽쳐스릴리징브에나비스타영화㈜,2004.12.10,홍콩,0,0,6,드라마,15세관람가,2004
252,쿼바디스 도미네,예르지 카발레로비치,신한영화(주),2004.12.10,폴란드,0,0,"47,446",드라마,15세관람가,2004
253,6월의 뱀,츠카모토 신야,(주)마블엔터테인먼트,2004.12.10,일본,0,0,"3,500",미스터리,18세관람가,2004
254,블레이드 3,데이빗 S. 고이어,(주)쇼박스,2004.12.15,미국,0,0,"1,069,643",액션,18세관람가,2004
255,엘프,존 파브로,이십세기폭스코리아(주),2004.12.15,미국,0,0,"85,614",코미디,전체관람가,2004
256,역도산,송해성,CJ ENM,2004.12.15,한국,0,0,"1,386,179",드라마,12세관람가,2004
257,인크레더블,브래드 버드,한국소니픽쳐스릴리징브에나비스타영화㈜,2004.12.15,미국,0,0,"1,155,067",애니메이션,전체관람가,2004
258,룩 앳 미,아그네스 자우이,(주)스폰지이엔티,2004.12.23,프랑스,0,0,"17,632",드라마,15세관람가,2004
259,여고생 시집가기,오덕환,무비즈엔터테인먼트㈜,2004.12.23,한국,0,0,"85,840",코미디,15세관람가,2004
260,폴라 익스프레스,로버트 저메키스,워너브러더스 코리아(주),2004.12.23,미국,0,0,"374,400",애니메이션,전체관람가,2004
261,하울의 움직이는 성,미야자키 하야오,"(주)이수C&E,(주)시네마서비스",2004.12.23,일본,0,0,"3,015,165",애니메이션,전체관람가,2004
262,서바이빙 크리스마스,마이크 미첼,CJ ENM,2004.12.24,미국,0,0,"36,875",코미디,12세관람가,2004
263,신석기 블루스,김도혁,(주)쇼박스,2004.12.30,한국,0,0,"383,674",코미디,15세관람가,2004
264,내셔널 트레져,존 터틀타웁,한국소니픽쳐스릴리징브에나비스타영화㈜,2004.12.31,미국,0,0,"1,384,507",액션,12세관람가,2004
265,알렉산더,올리버 스톤,(주)시네마서비스,2004.12.31,미국,0,0,"1,671,576",전쟁,15세관람가,2004
266,투 터프 가이즈,후안 마르티네즈 모레노,씨네파크,2004.12.31,스페인,0,0,"3,144",코미디,18세관람가,2004
267,샤크,"비키 젠슨,롭 레터맨",CJ ENM,2005.1.7,미국,0,0,"925,154",애니메이션,전체관람가,2005
268,오션스 트웰브,스티븐 소더버그,워너브러더스 코리아(주),2005.1.7,호주,0,0,"842,000",범죄,12세이상관람가,2005
269,철수♡영희,황규덕,스폰지,2005.1.7,한국,0,0,"4,523",드라마,전체관람가,2005
270,클리어링,피터 얀 브루게,이십세기폭스필름코퍼레이션,2005.1.7,독일,0,0,686,드라마,15세이상관람가,2005
271,깃,송일곤,주식회사 루믹스미디어,2005.1.14,한국,0,0,"2,836",드라마,12세관람가,2005
272,몽정기2,정초신,롯데쇼핑㈜롯데엔터테인먼트,2005.1.14,한국,0,0,"1,188,815",코미디,15세관람가,2005
273,월드 오브 투모로우,케리 코란,(주)쇼박스,2005.1.14,미국,0,0,"424,551",SF,전체관람가,2005
274,쿵푸 허슬,주성치,소니픽쳐스릴리징코리아,2005.1.14,중국,0,0,"963,580",코미디,15세관람가,2005
275,크로커다일 던디 3,사이먼 윈서,,2005.1.14,미국,0,0,100,코미디,전체관람가,2005
276,키다리 아저씨,공정식,CJ ENM,2005.1.14,한국,0,0,"528,817",드라마,12세관람가,2005
277,리컨스트럭션,크리스토퍼 부,㈜영화사 백두대간,2005.1.20,덴마크,0,0,"7,581",드라마,15세관람가,2005
278,"나를 책임져, 알피",찰스 샤이어,UIP코리아,2005.1.21,미국,0,0,"100,450",코미디,18세관람가,2005
279,뉴 폴리스 스토리,진목승,"(유)영화사 화수분,코리아픽쳐스(주)",2005.1.21,홍콩,0,0,"423,487",액션,15세관람가,2005
280,마더 데레사,파브리지오 코스타,미디어필름인터내셔날(주),2005.1.21,이탈리아,0,0,"132,733",드라마,12세관람가,2005
281,마이 러브,이마놀 우리베,(주)아펙스 엔터테인먼트,2005.1.21,스페인,0,0,30,드라마,12세관람가,2005
282,베니티 페어,미라 네이어,스폰지,2005.1.21,미국,0,0,"25,458",드라마,15세관람가,2005
283,엘렉트라,롭 보우먼,이십세기폭스필름코퍼레이션,2005.1.21,미국,0,0,"202,020",액션,15세관람가,2005
284,큐브 제로,어니 바바라쉬,(주)튜브엔터테인먼트,2005.1.21,캐나다,0,0,"61,652",스릴러,18세관람가,2005
285,공공의 적 2,강우석,(주)시네마서비스,2005.1.27,한국,0,0,"3,911,356",드라마,15세관람가,2005
286,레이징 헬렌,게리 마샬,브에나비스타인터내셔널코리아,2005.1.27,미국,0,0,10,코미디,12세관람가,2005
287,말아톤,정윤철,(주)쇼박스,2005.1.27,한국,0,0,"5,148,022",드라마,전체관람가,2005
288,레모니 스니켓의 위험한 대결,브래드 실버링,CJ ENM,2005.1.28,미국,0,0,"858,847",코미디,전체관람가,2005
289,텐 미니츠 - 첼로,"베르나르도 베르톨루치,마이크 피기스,장 뤽 고다르,지리 멘젤(이리 멘첼),마이클 래드포드",스폰지,2005.1.28,영국,0,0,"3,197",드라마,15세관람가,2005
290,그때 그 사람들,임상수,(주)엠케이픽처스,2005.2.3,한국,0,0,"1,083,962",미스터리,15세관람가,2005
291,클로저,마이크 니콜스,"(주)스튜디오디에이치엘,(주)퍼스트런,글뫼 주식회사,소니픽쳐스릴리징코리아",2005.2.3,미국,0,0,"235,466",멜로/로맨스,"18세관람가,청소년관람불가",2005
292,B형 남자친구,최석원,롯데쇼핑㈜롯데엔터테인먼트,2005.2.3,한국,0,0,"1,485,454",코미디,12세관람가,2005
293,우디 앨런의 애니씽 엘스,우디 알렌,(주)동숭아트센터,2005.2.4,미국,0,0,"8,309",코미디,15세관람가,2005
294,피닉스,존 무어,이십세기폭스필름코퍼레이션,2005.2.4,미국,0,0,"76,700",액션,12세관람가,2005
295,콘스탄틴,프란시스 로렌스,워너브러더스 코리아(주),2005.2.8,미국,0,0,"1,845,000",드라마,15세관람가,2005
296,"독일, 창백한 어머니",헬마 잔더스-브람스,㈜영화사 백두대간,2005.2.18,독일,0,0,"1,756",드라마,15세관람가,2005
297,레드 아이,김동빈,영화사청어람(주),2005.2.18,한국,0,0,"242,842",공포(호러),12세관람가,2005
298,사이드웨이,알렉산더 페인,이십세기폭스필름코퍼레이션,2005.2.18,미국,0,0,"23,900",드라마,18세관람가,2005
299,에비에이터,마틴 스코세이지,코리아픽쳐스(주),2005.2.18,독일,0,0,"715,763",드라마,15세관람가,2005
300,"제니, 주노",김호준,쇼이스트(주),2005.2.18,한국,0,0,"289,829",드라마,15세관람가,2005
301,파송송 계란탁,오상훈,CJ ENM,2005.2.18,한국,0,0,"1,193,150",코미디,15세관람가,2005
302,나인 야드 2,하워드 더치,(주)쇼박스,2005.2.24,미국,0,0,"112,156",코미디,15세관람가,2005
303,스나이퍼 3,P.J. 페스,소니픽쳐스릴리징코리아,2005.2.24,미국,0,0,2,액션,15세관람가,2005
304,네버랜드를 찾아서,마크 포스터,브에나비스타인터내셔널코리아,2005.2.25,미국,0,0,"234,427",드라마,12세관람가,2005
305,레이,테일러 핵포드,UIP코리아,2005.2.25,미국,0,0,"250,900",드라마,15세관람가,2005
306,숨바꼭질,존 폴슨,이십세기폭스필름코퍼레이션,2005.2.25,미국,0,0,"779,200",드라마,15세관람가,2005
307,스노우 워커,찰스 마틴 스미스,필름뱅크(주),2005.2.25,캐나다,0,0,637,드라마,전체관람가,2005
308,피와 뼈,최양일,"(주)영화사 진진,스폰지",2005.2.25,일본,0,0,"10,351",드라마,18세관람가,2005
309,언더 서스피션,스티븐 홉킨스,영성프로덕션,2005.3.2,미국,0,0,20,범죄,15세관람가,2005
310,알렉스와 엠마,롭 라이너,코리아픽쳐스(주),2005.3.3,미국,0,0,2,코미디,15세관람가,2005
311,코러스,크리스토퍼 파라티에,(주)영화사한결,2005.3.3,프랑스,0,0,"105,920",드라마,전체관람가,2005
312,바이브레이터,히로키 류이치,스폰지,2005.3.4,일본,0,0,"2,180",드라마,18세관람가,2005
313,마파도,추창민,CJ ENM,2005.3.10,한국,0,0,"3,090,467",코미디,15세관람가,2005
314,밀리언 달러 베이비,클린트 이스트우드,"(주)노바미디어,(주)튜브엔터테인먼트",2005.3.10,미국,0,0,"806,891",드라마,12세이상관람가,2005
315,쏘우,제임스 완,(주)영화사한결,2005.3.10,미국,0,0,"255,636",스릴러,18세관람가,2005
316,"여자, 정혜",이윤기,(주)쇼박스,2005.3.10,한국,0,0,"43,457",드라마,15세관람가,2005
317,맨츄리안 캔디데이트,조나단 드미,UIP코리아,2005.3.11,미국,0,0,"20,000",스릴러,15세관람가,2005
318,스파이더,데이빗 크로넨버그,(주)동숭아트센터,2005.3.11,캐나다,0,0,"1,029",드라마,18세관람가,2005
319,인게이지먼트,장 피에르 주네,워너브러더스 코리아(주),2005.3.11,프랑스,0,0,"35,400",드라마,15세관람가,2005
320,Mr.히치: 당신을 위한 데이트 코치,앤디 테넌트,소니픽쳐스릴리징코리아,2005.3.11,미국,0,0,"675,444",멜로/로맨스,12세관람가,2005
321,서스펙트 제로,E. 엘리아스 메리지,소니픽쳐스릴리징코리아,2005.3.17,미국,0,0,"4,933",공포(호러),15세관람가,2005
322,잠복근무,박광춘,(주)쇼박스,2005.3.17,한국,0,0,"1,914,941",코미디,15세관람가,2005
323,가능한 변화들,민병국,(주)무비넷,2005.3.18,한국,0,0,"2,467",드라마,18세관람가,2005
324,호스티지,플로렝 에밀리오 시리,쇼이스트(주),2005.3.18,미국,0,0,"438,516",스릴러,15세관람가,2005
325,래더 49,제이 러셀,브에나비스타인터내셔널코리아,2005.3.25,미국,0,0,"42,419",드라마,12세관람가,2005
326,몽상가들,베르나르도 베르톨루치,"찬란,오드",2005.3.25,프랑스,0,0,"31,211",드라마,18세관람가,2005
327,윔블던,리차드 론크레인,UIP코리아,2005.3.25,영국,0,0,"121,500",드라마,15세관람가,2005
328,69 식스티 나인,이상일,스폰지,2005.3.25,일본,0,0,"14,711",드라마,15세관람가,2005
329,800 블렛,알렉스 드 라 이글레시아,㈜코리아스크린,2005.3.25,스페인,0,0,15,코미디,15세관람가,2005
330,걸스 온 탑2,피터 게르시나,㈜코리아스크린,2005.3.31,독일,0,0,15,코미디,15세관람가,2005
331,달콤한 인생,김지운,CJ ENM,2005.4.1,한국,0,0,"1,271,595",액션,18세관람가,2005
332,더티댄싱2,리사 니에미,(주)마이다스컨텐츠그룹,2005.4.1,캐나다,0,0,15,드라마,15세관람가,2005
333,미스 에이전트2 : 라스베가스 잠입사건,존 파스킨,워너브러더스 코리아(주),2005.4.1,미국,0,0,"150,300",액션,12세관람가,2005
334,아무도 모른다,고레에다 히로카즈,"(주)디스테이션,(주)동숭아트센터",2005.4.1,일본,0,0,"34,515",드라마,전체관람가,2005
335,유희왕 극장판,츠지 하츠키,대원씨앤에이홀딩스,2005.4.1,일본,0,0,"120,425",애니메이션,전체관람가,2005
336,주먹이 운다(Crying Fist),류승완,쇼이스트(주),2005.4.1,한국,0,0,"1,728,477",드라마,15세관람가,2005
337,신부와 편견,거린다 차다,미디어 소소,2005.4.2,영국,0,0,964,멜로/로맨스,12세관람가,2005
338,블랙아웃,필립 카우프만,(주)쇼박스,2005.4.7,독일,0,0,"121,366",스릴러,15세관람가,2005
339,엄마,구성주,영화사청어람(주),2005.4.7,한국,0,0,"197,793",드라마,전체관람가,2005
340,쿨,F. 게리 그레이,이십세기폭스필름코퍼레이션,2005.4.8,미국,0,0,"25,000",코미디,15세관람가,2005
341,화이트 노이즈,제프리 삭스,UIP코리아,2005.4.8,미국,0,0,"50,000",공포(호러),15세관람가,2005
